Time,Process_Time [s],State,Temperature [Centigrade]
Thu Feb 16 14:43:45 2017,479,Initialization,25.0
Thu Feb 16 14:43:45 2017,480,Initialization,24.0
Thu Feb 16 14:43:46 2017,481,Initialization,25.0
Thu Feb 16 14:43:46 2017,482,Initialization,25.0
Thu Feb 16 14:43:46 2017,483,Initialization,25.0
Thu Feb 16 14:43:46 2017,484,Initialization,25.0
Thu Feb 16 14:43:47 2017,485,Initialization,24.0
Thu Feb 16 14:43:47 2017,486,Initialization,25.0
Thu Feb 16 14:43:47 2017,487,Initialization,24.0
Thu Feb 16 14:43:47 2017,488,Initialization,25.0
Thu Feb 16 14:43:48 2017,489,Initialization,25.0
Thu Feb 16 14:43:48 2017,490,Initialization,24.0
Thu Feb 16 14:43:48 2017,491,Initialization,24.0
Thu Feb 16 14:43:48 2017,492,Initialization,24.0
Thu Feb 16 14:43:48 2017,493,Initialization,24.0
Thu Feb 16 14:43:49 2017,494,Initialization,24.0
Thu Feb 16 14:43:49 2017,495,Initialization,25.0
Thu Feb 16 14:43:49 2017,496,Initialization,25.0
Thu Feb 16 14:43:50 2017,497,Initialization,24.0
Thu Feb 16 14:43:50 2017,498,Initialization,25.0
Thu Feb 16 14:43:50 2017,499,Initialization,25.0
Thu Feb 16 14:43:50 2017,500,Initialization,23.0
Thu Feb 16 14:43:51 2017,501,Initialization,24.0
Thu Feb 16 14:43:51 2017,502,Initialization,24.0
Thu Feb 16 14:43:51 2017,503,Initialization,25.0
Thu Feb 16 14:43:51 2017,504,Initialization,24.0
Thu Feb 16 14:43:52 2017,505,Initialization,25.0
Thu Feb 16 14:43:52 2017,506,Initialization,24.0
Thu Feb 16 14:43:52 2017,507,Initialization,24.0
Thu Feb 16 14:43:52 2017,508,Initialization,25.0
Thu Feb 16 14:43:53 2017,509,Initialization,25.0
Thu Feb 16 14:43:53 2017,510,Initialization,25.0
Thu Feb 16 14:43:53 2017,511,Initialization,25.0
Thu Feb 16 14:43:53 2017,512,Initialization,24.0
Thu Feb 16 14:43:54 2017,513,Initialization,25.0
Thu Feb 16 14:43:54 2017,514,Initialization,25.0
Thu Feb 16 14:43:54 2017,515,Initialization,24.0
Thu Feb 16 14:43:54 2017,516,Initialization,25.0
Thu Feb 16 14:43:55 2017,517,Initialization,24.0
